Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell,Rings,Maturity_Level,Random_Index,Biological_Variation
M,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9,mature,10,0.9045
F,0.495,0.375,0.15,0.597,0.2615,0.135,0.178,11,aged,97,0.95759
M,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13,aged,59,-1.60257
F,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,14,aged,44,0.14886
M,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,14,aged,38,-0.34752
F,0.605,0.485,0.165,1.0735,0.437,0.205,0.33,14,aged,46,1.07809
F,0.62,0.5,0.175,1.146,0.477,0.23,0.39,13,aged,40,0.84413
F,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11,aged,95,-0.10402
F,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,15,aged,10,-0.26929
F,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12,aged,36,1.03429
I,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08,10,mature,62,1.25998
F,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,9,mature,35,-1.35151
M,0.275,0.2,0.08,0.099,0.037,0.024,0.03,5,mature,52,-0.98795
I,0.485,0.355,0.12,0.5085,0.21,0.122,0.135,9,mature,22,-0.43678
F,0.62,0.485,0.165,1.166,0.483,0.238,0.355,13,aged,59,1.22066
F,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12,aged,6,1.13424
M,0.4,0.31,0.11,0.314,0.138,0.057,0.1,11,aged,87,-0.80947
I,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,11,aged,85,0.95496
M,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,7,mature,92,-0.27514
I,0.49,0.385,0.14,0.5425,0.198,0.127,0.175,11,aged,51,-0.11603
F,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,15,aged,43,-0.67572
F,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12,aged,19,0.85842
I,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12,aged,18,0.20995
M,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,10,mature,51,-0.4698
I,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,12,aged,82,-0.36937
I,0.575,0.475,0.17,0.967,0.3775,0.284,0.275,13,aged,43,0.82751
F,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10,mature,53,-1.31748
F,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10,mature,50,-0.89295
F,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11,aged,55,0.56141
I,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,13,aged,90,-1.02824
I,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,12,aged,59,0.29672
I,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8,mature,18,-0.14123
F,0.52282,0.325,0.13925,0.82543,0.1465,0.079,0.14,12,aged,67,0.0956
F,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,11,aged,81,-1.35191
I,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15,aged,79,1.56836
F,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,12,aged,22,-2.35286
F,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,12,aged,63,-0.19983
F,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,13,aged,15,-1.4043
I,0.495,0.38,0.145,0.515,0.175,0.098,0.212,13,aged,20,-0.83912
F,0.48,0.38,0.145,0.59,0.232,0.141,0.23,12,aged,69,1.05366
I,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,14,aged,73,1.58323
M,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,11,aged,35,1.41547
I,0.49,0.385,0.115,0.683,0.3265,0.1615,0.165,13,aged,75,0.41118
I,0.47,0.375,0.105,0.468,0.1665,0.108,0.17,10,mature,65,-0.03417
I,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11,aged,39,-0.35995
F,0.51,0.38,0.13,0.584,0.224,0.1355,0.185,13,aged,53,0.00017
F,0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,15,aged,58,1.75915
I,0.475,0.365,0.14,0.4545,0.171,0.118,0.158,8,mature,40,0.10155
F,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10,mature,18,0.95215
I,0.435,0.34,0.11,0.407,0.1685,0.073,0.13,10,mature,77,-1.19625
I,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6,mature,40,-0.41419
I,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8,mature,26,0.64069
M,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5,mature,87,0.75662
M,0.52282,0.315,0.13925,0.82543,0.121,0.0735,0.09,9,mature,32,0.54109
M,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9,mature,21,-0.36047
I,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10,mature,74,-0.72399
M,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11,aged,38,0.30072
I,0.44,0.31,0.115,0.3625,0.134,0.082,0.12,11,aged,53,-0.02779
M,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5,mature,35,1.16126
I,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,13,aged,47,1.04791
M,0.455,0.345,0.125,0.44,0.169,0.1065,0.135,12,aged,77,0.25379
M,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10,mature,34,-0.51125
F,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10,mature,75,-0.29881
F,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10,mature,13,-1.29817
I,0.31,0.235,0.09,0.127,0.048,0.031,0.04,6,mature,46,0.27041
I,0.255,0.19,0.07,0.0815,0.028,0.016,0.031,5,mature,1,-1.24232
M,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8,mature,28,-0.4805
I,0.52282,0.21,0.13925,0.82543,0.038,0.026,0.031,8,mature,87,-0.96248
M,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15,aged,37,-0.56168
M,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14,aged,99,-0.14663
F,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,7,mature,18,0.19033
F,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13,aged,41,0.15276
M,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13,aged,93,0.19011
M,0.74,0.535,0.185,1.65,0.734,0.4505,0.335,13,aged,38,0.75072
M,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10,mature,25,-0.78694
M,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13,aged,70,-1.45653
M,0.52282,0.435,0.13925,0.82543,0.368,0.222,0.32,10,mature,46,-0.11856
M,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13,aged,36,-0.71416
F,0.605,0.45,0.165,1.2225,0.357,0.202,0.385,13,aged,96,-0.79191
F,0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,12,aged,97,1.14987
M,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9,mature,25,0.13139
F,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8,mature,57,-1.11292
M,0.53,0.43,0.135,0.879,0.28,0.2165,0.25,10,mature,20,0.55884
M,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,13,aged,99,-0.72898
I,0.35,0.265,0.11,0.209,0.066,0.059,0.075,9,mature,25,1.02845
M,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,8,mature,31,0.79326
I,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7,mature,30,1.41504
I,0.35,0.28,0.075,0.196,0.082,0.04,0.064,8,mature,5,-1.15508
I,0.52282,0.265,0.13925,0.82543,0.081,0.0465,0.053,6,mature,43,0.22944
I,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7,mature,13,-0.12312
I,0.52282,0.31,0.13925,0.82543,0.131,0.072,0.093,7,mature,23,-1.26448
I,0.415,0.31,0.105,0.3595,0.167,0.083,0.0915,6,mature,89,1.1992
I,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7,mature,47,0.70979
I,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8,mature,1,-0.1526
M,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9,mature,22,-2.15177
F,0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,7,mature,68,-1.27539
F,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,9,mature,42,-1.94659
M,0.56,0.45,0.14,0.9,0.472,0.182,0.218,7,mature,97,1.39103
M,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9,mature,5,-0.38522
F,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8,mature,38,-0.4615
M,0.59,0.47,0.135,1.1685,0.539,0.279,0.28,8,mature,28,0.26026
F,0.595,0.475,0.165,1.148,0.444,0.214,0.37,10,mature,1,0.42957
M,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11,aged,99,0.11646
M,0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,9,mature,23,-1.25525
F,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11,aged,88,0.70801
M,0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10,mature,75,2e-05
F,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10,mature,26,-0.33845
M,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13,aged,38,0.14083
I,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,4,young,51,1.456
I,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6,mature,70,-0.02375
I,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6,mature,26,0.05698
I,0.35,0.265,0.095,0.199,0.073,0.049,0.06,5,mature,90,0.96327
I,0.36,0.27,0.09,0.219,0.097,0.0405,0.065,6,mature,37,0.26588
I,0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063,6,mature,38,-1.51753
I,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,6,mature,27,1.14607
I,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,7,mature,15,0.75423
I,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6,mature,13,0.21341
I,0.395,0.3,0.09,0.279,0.134,0.049,0.075,8,mature,15,0.17595
I,0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6,mature,24,2.0364
I,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8,mature,99,-0.49164
I,0.465,0.37,0.1,0.5055,0.234,0.11,0.14,7,mature,93,0.39095
F,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7,mature,66,0.38756
M,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,8,mature,36,0.1763
I,0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7,mature,34,-2.12367
F,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9,mature,14,-0.39383
I,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,8,mature,74,0.56389
I,0.5,0.385,0.11,0.596,0.3015,0.104,0.151,8,mature,84,0.68507
F,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8,mature,84,-1.59315
M,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7,mature,44,-0.06158
M,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,7,mature,12,-1.58551
F,0.52282,0.44,0.13925,0.82543,0.3205,0.159,0.1915,7,mature,72,1.39584
M,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8,mature,42,0.33243
F,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8,mature,21,-0.68558
F,0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8,mature,23,1.29272
F,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8,mature,49,-0.14578
M,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,9,mature,33,1.1595
F,0.61,0.48,0.16,1.234,0.598,0.238,0.315,12,aged,63,0.87571
F,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,10,mature,54,-1.13477
F,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,8,mature,84,-1.17364
M,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8,mature,65,-0.62585
M,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9,mature,95,0.78321
F,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11,aged,35,0.8985
F,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10,mature,13,-1.68656
M,0.625,0.485,0.17,1.437,0.5855,0.293,0.475,11,aged,50,1.39812
M,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,10,mature,30,1.18241
F,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9,mature,62,0.98439
M,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9,mature,32,-1.40965
M,0.52282,0.525,0.13925,0.82543,0.5815,0.381,0.372,10,mature,24,-0.28347
F,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11,aged,47,1.03146
F,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,10,mature,99,0.30907
M,0.72,0.565,0.2,1.787,0.718,0.385,0.529,11,aged,69,-0.87244
F,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,9,mature,44,0.0738
I,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,6,mature,37,0.04308
I,0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765,6,mature,64,-1.87758
I,0.4,0.29,0.1,0.258,0.104,0.059,0.0815,7,mature,8,-0.78987
I,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,6,mature,35,1.44967
I,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7,mature,37,0.12116
I,0.44,0.33,0.11,0.38,0.197,0.079,0.09,7,mature,98,-0.41449
I,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,8,mature,61,1.05992
I,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,6,mature,5,-0.10854
I,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,7,mature,91,-0.95752
I,0.47,0.355,0.115,0.4155,0.167,0.084,0.139,7,mature,6,-1.92726
I,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,8,mature,69,-1.41336
I,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7,mature,4,0.40539
F,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8,mature,70,-0.31
I,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8,mature,38,-1.44904
I,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,8,mature,51,-0.00324
F,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8,mature,9,-0.32229
M,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8,mature,39,1.3053
M,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8,mature,77,0.95745
M,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,8,mature,69,0.28885
F,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,9,mature,53,-0.94891
M,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8,mature,7,0.45672
M,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,8,mature,90,0.41469
F,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9,mature,28,-1.25686
M,0.59,0.46,0.145,0.929,0.38,0.24,0.255,10,mature,56,0.44539
F,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9,mature,72,-0.7502
M,0.6,0.41,0.145,0.939,0.4475,0.196,0.268,8,mature,38,-0.28216
M,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12,aged,97,0.594
M,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10,mature,93,2.28743
F,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,11,aged,81,-0.06078
F,0.62,0.51,0.18,1.233,0.592,0.274,0.322,10,mature,64,1.10298
M,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,10,mature,69,-1.71652
M,0.625,0.47,0.175,1.179,0.605,0.258,0.271,9,mature,76,1.31235
F,0.64,0.5,0.165,1.1635,0.554,0.239,0.32,11,aged,98,-1.51431
F,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9,mature,49,0.79832
F,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10,mature,30,-0.83097
M,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9,mature,33,1.35759
M,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11,aged,98,0.3983
F,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11,aged,19,0.9808
F,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9,mature,67,-0.39183
M,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,10,mature,81,-0.19027
F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12,aged,31,1.19729
F,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11,aged,43,1.171
F,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,11,aged,89,-1.06428
M,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,11,aged,40,1.37005
M,0.715,0.545,0.18,1.7405,0.871,0.347,0.449,10,mature,19,0.94014
F,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,11,aged,12,-2.61915
I,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,4,young,19,0.8884
I,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,6,mature,54,0.18638
I,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505,6,mature,7,-0.01831
I,0.335,0.26,0.085,0.192,0.097,0.03,0.054,6,mature,30,0.59752
I,0.35,0.26,0.09,0.1765,0.072,0.0355,0.0575,7,mature,81,1.54384
I,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056,6,mature,89,-0.92117
I,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054,6,mature,68,-0.40501
I,0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,7,mature,41,-0.96596
I,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,7,mature,24,0.61321
I,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,7,mature,20,-0.37009
I,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6,mature,54,1.8518
I,0.4,0.315,0.09,0.33,0.151,0.068,0.08,6,mature,76,1.76073
I,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9,mature,46,-1.70878
I,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8,mature,49,-1.28467
M,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7,mature,45,0.42535
I,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8,mature,90,-0.05979
I,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8,mature,36,-1.07608
I,0.45,0.35,0.11,0.514,0.253,0.1045,0.14,8,mature,69,-1.17897
I,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,8,mature,99,-0.534
I,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8,mature,45,-0.12403
I,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,9,mature,22,-1.12839
I,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,8,mature,80,-0.2955
I,0.475,0.35,0.115,0.498,0.2375,0.099,0.14,7,mature,69,0.69198
I,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9,mature,13,0.62186
F,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7,mature,34,-0.93551
I,0.5,0.365,0.125,0.528,0.229,0.103,0.1645,9,mature,72,0.20412
M,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8,mature,18,0.42049
I,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9,mature,12,-0.70764
I,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,8,mature,7,-0.36813
I,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9,mature,17,-1.38379
I,0.53,0.42,0.13,0.658,0.296,0.1245,0.198,8,mature,66,-0.47949
M,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8,mature,10,0.4479
I,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,9,mature,62,0.42069
I,0.54,0.41,0.135,0.7025,0.31,0.177,0.2,8,mature,15,-0.68216
I,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,10,mature,85,-1.42281
F,0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,10,mature,35,-1.16964
M,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,10,mature,90,-1.66981
I,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9,mature,79,0.29178
F,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8,mature,93,-0.52941
I,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285,8,mature,7,-1.01919
I,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,9,mature,22,-0.97354
F,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9,mature,46,-0.92589
M,0.575,0.45,0.155,0.886,0.3605,0.211,0.2575,9,mature,15,-0.16744
I,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,10,mature,46,-0.64653
I,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10,mature,73,1.6645
I,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,11,aged,57,-0.32155
M,0.58,0.47,0.165,1.041,0.54,0.166,0.279,9,mature,82,-0.82137
F,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9,mature,27,0.05522
F,0.52282,0.46,0.13925,0.82543,0.486,0.25,0.294,9,mature,30,0.12826
F,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,10,mature,5,-0.27044
F,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,9,mature,33,-1.70175
M,0.6,0.47,0.15,0.928,0.4225,0.183,0.275,8,mature,73,-0.20595
F,0.6,0.475,0.155,1.059,0.441,0.19,0.39,11,aged,9,0.50443
M,0.6,0.475,0.23,1.157,0.522,0.2235,0.36,11,aged,70,1.09281
F,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,10,mature,90,-0.87875
F,0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,9,mature,49,-1.12258
F,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,10,mature,80,-0.61202
M,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9,mature,12,1.45764
F,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10,mature,26,-0.84333
F,0.625,0.5,0.175,1.273,0.564,0.302,0.374,9,mature,73,-1.47751
M,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39,11,aged,75,-0.82949
M,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9,mature,48,1.39214
I,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,11,aged,18,0.27168
M,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10,mature,17,-0.614
M,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,11,aged,94,0.52577
F,0.65,0.52,0.195,1.6275,0.689,0.3905,0.432,11,aged,77,-0.86379
F,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9,mature,98,-1.0134
M,0.655,0.525,0.16,1.46,0.686,0.311,0.405,11,aged,77,1.88052
F,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,8,mature,28,-1.74691
F,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,12,aged,18,-0.29285
M,0.66,0.515,0.2,1.6465,0.749,0.422,0.401,11,aged,13,-1.53667
M,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,10,mature,98,0.08653
M,0.685,0.53,0.17,1.56,0.647,0.383,0.465,11,aged,86,-0.49967
M,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12,aged,73,-0.50109
I,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,8,mature,15,-0.02939
I,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077,5,mature,2,-0.41945
I,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,7,mature,10,0.08317
I,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,8,mature,37,-0.38402
I,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,8,mature,71,-1.03961
F,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,7,mature,16,0.20083
M,0.515,0.39,0.14,0.678,0.341,0.1325,0.119,8,mature,45,-0.41896
M,0.545,0.43,0.155,0.8035,0.409,0.144,0.228,7,mature,31,2.17836
F,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,9,mature,58,1.32671
M,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9,mature,29,0.52941
F,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10,mature,48,-0.17266
M,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,10,mature,78,-1.33437
F,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,11,aged,91,1.04036
M,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,11,aged,64,0.03159
M,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9,mature,87,-1.24271
M,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,14,aged,46,0.50787
M,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9,mature,46,1.63018
M,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,11,aged,6,-1.0529
F,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,12,aged,99,0.0009
F,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,9,mature,9,-0.14614
F,0.655,0.455,0.17,1.275,0.583,0.303,0.333,8,mature,28,1.41209
M,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10,mature,99,1.12835
M,0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,10,mature,4,-1.63446
F,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9,mature,94,0.16647
F,0.67,0.525,0.195,1.42,0.573,0.368,0.3905,10,mature,14,-0.64915
M,0.69,0.53,0.19,1.5955,0.678,0.331,0.48,10,mature,48,0.90086
M,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10,mature,86,0.81234
I,0.27,0.205,0.05,0.084,0.03,0.0185,0.029,6,mature,7,-0.18332
I,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,7,mature,70,1.63257
I,0.295,0.22,0.085,0.1285,0.0585,0.027,0.0365,5,mature,60,-0.10122
I,0.52282,0.225,0.13925,0.82543,0.057,0.028,0.044,5,mature,74,-1.03559
I,0.3,0.22,0.065,0.1195,0.052,0.0155,0.035,5,mature,28,0.09638
I,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,6,mature,39,-1.357
I,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,6,mature,92,0.06589
I,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078,8,mature,46,-0.0639
I,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,6,mature,21,-2.28086
I,0.44,0.34,0.105,0.344,0.123,0.081,0.125,8,mature,37,-1.05393
I,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,8,mature,24,0.26153
I,0.445,0.345,0.12,0.4035,0.169,0.0825,0.13,7,mature,29,-1.06724
I,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9,mature,67,-1.04686
I,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,8,mature,72,-0.21986
I,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8,mature,57,0.92418
